날짜,시간,10
20200305,17,319040
20200305,18,304535
20200305,19,234729
20200305,20,201045
20200305,21,171485
20200305,22,131673
20200305,23,95584
20200306,0,69042
20200306,1,50693
20200306,2,44084
20200306,3,45115
20200306,4,62349
20200306,5,112368
20200306,6,205754
20200306,7,290423
20200306,8,303170
20200306,9,277933
20200306,10,285256
20200306,11,292132
20200306,12,289115
20200306,13,298305
20200306,14,317210
20200306,15,337210
20200306,16,357091
20200306,17,388508
20200306,18,392102
20200306,19,330609
20200306,20,279509
20200306,21,230543
20200306,22,163108
20200306,23,119957
20200307,0,76333
20200307,1,55847
20200307,2,44178
20200307,3,39314
20200307,4,48991
20200307,5,84846
20200307,6,134180
20200307,7,165143
20200307,8,200650
20200307,9,243758
20200307,10,281321
20200307,11,294160
20200307,12,286326
20200307,13,288938
20200307,14,292542
20200307,15,300031
20200307,16,306567
20200307,17,299771
20200307,18,245574
20200307,19,192277
20200307,20,164748
20200307,21,141565
20200307,22,108967
20200307,23,73198
20200308,0,45884
20200308,1,31292
20200308,2,24754
20200308,3,18729
20200308,4,20560
20200308,5,39670
20200308,6,70154
20200308,7,85910
20200308,8,107710
20200308,9,152770
20200308,10,204183
20200308,11,231424
20200308,12,237804
20200308,13,255567
20200308,14,285853
20200308,15,304975
20200308,16,310924
20200308,17,304992
20200308,18,273893
20200308,19,253215
20200308,20,253258
20200308,21,239766
20200308,22,180979
20200308,23,112241
20200309,0,66090
20200309,1,42915
20200309,2,34443
20200309,3,39532
20200309,4,70062
20200309,5,164861
20200309,6,287303
20200309,7,355308
20200309,8,320281
20200309,9,288207
20200309,10,298451
20200309,11,296076
20200309,12,276604
20200309,13,285689
20200309,14,290032
20200309,15,300158
20200309,16,302413
20200309,17,315427
20200309,18,294996
20200309,19,226345
20200309,20,194206
20200309,21,164610
20200309,22,125497
20200309,23,91782
20200310,0,67740
20200310,1,49798
20200310,2,41896
20200310,3,42678
20200310,4,56658
20200310,5,97675
20200310,6,181541
20200310,7,271358
20200310,8,283256
20200310,9,266434
20200310,10,269172
20200310,11,269286
20200310,12,266516
20200310,13,268860
20200310,14,278080
20200310,15,284823
20200310,16,294969
20200310,17,293561
20200310,18,275613
20200310,19,215914
20200310,20,181577
20200310,21,159194
20200310,22,123118
20200310,23,90983
20200311,0,65417
20200311,1,52294
20200311,2,41474
20200311,3,43888
20200311,4,62271
20200311,5,117035
20200311,6,213479
20200311,7,299852
20200311,8,307263
20200311,9,294545
20200311,10,304534
20200311,11,303289
20200311,12,290353
20200311,13,291383
20200311,14,294546
20200311,15,299544
20200311,16,310993
20200311,17,331549
20200311,18,316137
20200311,19,254495
20200311,20,202065
20200311,21,171989
20200311,22,132116
20200311,23,99161
20200312,0,70681
20200312,1,52800
20200312,2,44359
20200312,3,45738
20200312,4,62716
20200312,5,118294
20200312,6,219666
20200312,7,299538
20200312,8,306081
20200312,9,290448
20200312,10,308746
20200312,11,308653
20200312,12,290385
20200312,13,296284
20200312,14,299781
20200312,15,304871
20200312,16,319150
20200312,17,338673
20200312,18,319886
20200312,19,248065
20200312,20,211087
20200312,21,183676
20200312,22,137755
20200312,23,99145
20200313,0,71081
20200313,1,53822
20200313,2,44890
20200313,3,47022
20200313,4,64400
20200313,5,115310
20200313,6,206998
20200313,7,291811
20200313,8,299005
20200313,9,283585
20200313,10,305395
20200313,11,308798
20200313,12,311094
20200313,13,315758
20200313,14,330794
20200313,15,356052
20200313,16,375681
20200313,17,411988
20200313,18,418847
20200313,19,342336
20200313,20,291152
20200313,21,250182
20200313,22,177883
20200313,23,118605
20200314,0,80160
20200314,1,57706
20200314,2,47217
20200314,3,43282
20200314,4,53023
20200314,5,96720
20200314,6,156282
20200314,7,188993
20200314,8,228812
20200314,9,277923
20200314,10,313803
20200314,11,321744
20200314,12,311383
20200314,13,312651
20200314,14,321190
20200314,15,332424
20200314,16,336178
20200314,17,327094
20200314,18,290943
20200314,19,230785
20200314,20,190281
20200314,21,170055
20200314,22,130201
20200314,23,83443
20200315,0,51576
20200315,1,34463
20200315,2,25356
20200315,3,20690
20200315,4,23829
20200315,5,43365
20200315,6,76576
20200315,7,93937
20200315,8,119046
20200315,9,168416
20200315,10,221275
20200315,11,253337
20200315,12,254815
20200315,13,271415
20200315,14,289847
20200315,15,325449
20200315,16,342325
20200315,17,326570
20200315,18,286043
20200315,19,268595
20200315,20,275170
20200315,21,257305
20200315,22,192226
20200315,23,120061
20200316,0,68003
20200316,1,43182
20200316,2,35120
20200316,3,40461
20200316,4,73655
20200316,5,172245
20200316,6,301278
20200316,7,370089
20200316,8,330994
20200316,9,286117
20200316,10,306177
20200316,11,302307
20200316,12,294451
20200316,13,291546
20200316,14,301297
20200316,15,306415
20200316,16,308561
20200316,17,330751
20200316,18,311466
20200316,19,231762
20200316,20,206610
20200316,21,179428
20200316,22,136194
20200316,23,97100
20200317,0,68535
20200317,1,51190
20200317,2,44095
20200317,3,46214
20200317,4,64243
20200317,5,118797
20200317,6,211128
20200317,7,293610
20200317,8,297833
20200317,9,284256
20200317,10,302298
20200317,11,309397
20200317,12,295912
20200317,13,300973
20200317,14,305756
20200317,15,311437
20200317,16,309944
20200317,17,322553
20200317,18,311183
20200317,19,232976
20200317,20,199118
20200317,21,175329
20200317,22,137426
20200317,23,99779
20200318,0,69482
20200318,1,51728
20200318,2,42657
20200318,3,45738
20200318,4,62157
20200318,5,119450
20200318,6,216573
20200318,7,302112
20200318,8,309337
20200318,9,291204
20200318,10,296824
20200318,11,298739
20200318,12,297282
20200318,13,301339
20200318,14,300502
20200318,15,314204
20200318,16,323035
20200318,17,340860
20200318,18,320427
20200318,19,236671
20200318,20,201758
20200318,21,175842
20200318,22,143626
20200318,23,104770
20200319,0,72014
20200319,1,52615
20200319,2,44600
20200319,3,45505
20200319,4,62307
20200319,5,115559
20200319,6,214082
20200319,7,301917
20200319,8,303140
20200319,9,292601
20200319,10,304902
20200319,11,306456
20200319,12,294349
20200319,13,298381
20200319,14,303918
20200319,15,329053
20200319,16,318505
20200319,17,335552
20200319,18,324360
20200319,19,243303
20200319,20,205680
20200319,21,181312
20200319,22,139074
20200319,23,98665
20200320,0,69037
20200320,1,52156
20200320,2,42893
20200320,3,44465
20200320,4,64149
20200320,5,118776
20200320,6,214738
20200320,7,302134
20200320,8,311333
20200320,9,296306
20200320,10,313269
20200320,11,324326
20200320,12,321244
20200320,13,331139
20200320,14,343651
20200320,15,364455
20200320,16,380629
20200320,17,414851
20200320,18,428821
20200320,19,357238
20200320,20,305359
20200320,21,268951
20200320,22,191343
20200320,23,123977
20200321,0,85244
20200321,1,61022
20200321,2,46447
20200321,3,42698
20200321,4,53667
20200321,5,98380
20200321,6,149998
20200321,7,195501
20200321,8,234638
20200321,9,284820
20200321,10,324554
20200321,11,333100
20200321,12,323126
20200321,13,325792
20200321,14,336011
20200321,15,341820
20200321,16,340372
20200321,17,328850
20200321,18,296449
20200321,19,242957
20200321,20,204574
20200321,21,177123
20200321,22,135740
20200321,23,88731
20200322,0,54815
20200322,1,36499
20200322,2,25386
20200322,3,21357
20200322,4,23837
20200322,5,46457
20200322,6,81926
20200322,7,102078
20200322,8,132477
20200322,9,184994
20200322,10,243125
20200322,11,274903
20200322,12,279361
20200322,13,298260
20200322,14,326470
20200322,15,346138
20200322,16,349722
20200322,17,341639
20200322,18,312781
20200322,19,291220
20200322,20,282803
20200322,21,268704
20200322,22,205376
20200322,23,123578
20200323,0,69806
20200323,1,42734
20200323,2,34928
20200323,3,42126
20200323,4,74959
20200323,5,175651
20200323,6,307846
20200323,7,368977
20200323,8,332228
20200323,9,293961
20200323,10,304013
20200323,11,308435
20200323,12,298666
20200323,13,303740
20200323,14,302023
20200323,15,305509
20200323,16,319277
20200323,17,329229
20200323,18,314033
20200323,19,239338
20200323,20,210023
20200323,21,184470
20200323,22,144591
20200323,23,105469
20200324,0,73182
20200324,1,53107
20200324,2,46165
20200324,3,46690
20200324,4,67445
20200324,5,128157
20200324,6,232808
20200324,7,317930
20200324,8,318290
20200324,9,304111
20200324,10,313832
20200324,11,307811
20200324,12,302282
20200324,13,305989
20200324,14,305422
20200324,15,314817
20200324,16,328803
20200324,17,340178
20200324,18,319830
20200324,19,237531
20200324,20,202156
20200324,21,179183
20200324,22,141039
20200324,23,101739
20200325,0,73399
20200325,1,54086
20200325,2,44460
20200325,3,46316
20200325,4,64173
20200325,5,124560
20200325,6,225423
20200325,7,314432
20200325,8,318639
20200325,9,305316
20200325,10,312048
20200325,11,318027
20200325,12,304481
20200325,13,312685
20200325,14,315923
20200325,15,325902
20200325,16,332835
20200325,17,349463
20200325,18,334031
20200325,19,251261
20200325,20,214120
20200325,21,185602
20200325,22,143645
20200325,23,105604
20200326,0,72836
20200326,1,51448
20200326,2,42833
20200326,3,43667
20200326,4,63020
20200326,5,118170
20200326,6,221598
20200326,7,313809
20200326,8,315783
20200326,9,298941
20200326,10,313372
20200326,11,312754
20200326,12,299545
20200326,13,308433
20200326,14,315158
20200326,15,323280
20200326,16,328459
20200326,17,339624
20200326,18,314546
20200326,19,241521
20200326,20,205823
20200326,21,178256
20200326,22,134525
20200326,23,95276
20200327,0,68009
20200327,1,49461
20200327,2,41523
20200327,3,40935
20200327,4,55048
20200327,5,99396
20200327,6,190839
20200327,7,284584
20200327,8,294570
20200327,9,283563
20200327,10,308230
20200327,11,312439
20200327,12,317508
20200327,13,333975
20200327,14,347762
20200327,15,364020
20200327,16,384368
20200327,17,411815
20200327,18,416002
20200327,19,352949
20200327,20,299175
20200327,21,260556
20200327,22,189769
20200327,23,125636
20200328,0,83302
20200328,1,59355
20200328,2,45146
20200328,3,43332
20200328,4,57176
20200328,5,108153
20200328,6,168489
20200328,7,205104
20200328,8,247791
20200328,9,298983
20200328,10,330231
20200328,11,335549
20200328,12,328885
20200328,13,353345
20200328,14,346249
20200328,15,344663
20200328,16,338003
20200328,17,340437
20200328,18,299457
20200328,19,239736
20200328,20,208964
20200328,21,184905
20200328,22,138139
20200328,23,89509
20200329,0,57246
20200329,1,38441
20200329,2,27492
20200329,3,22966
20200329,4,27913
20200329,5,53745
20200329,6,93135
20200329,7,111201
20200329,8,139523
20200329,9,194629
20200329,10,254917
20200329,11,287174
20200329,12,285542
20200329,13,306911
20200329,14,343469
20200329,15,360137
20200329,16,363882
20200329,17,359767
20200329,18,322500
20200329,19,295459
20200329,20,280458
20200329,21,270303
20200329,22,201410
20200329,23,124144
20200330,0,38243
20200330,1,20378
20200330,2,34928
20200330,3,42126
20200330,4,74959
20200330,5,175651
20200330,6,307846
20200330,7,368977
20200330,8,332228
20200330,9,293961
20200330,10,304013
20200330,11,308435
20200330,12,298666
20200330,13,303740
20200330,14,302023
20200330,15,305509
20200330,16,319277
20200330,17,329229
20200330,18,314033
20200330,19,239338
20200330,20,210023
20200330,21,184470
20200330,22,144591
20200330,23,105469
20200331,0,72733
20200331,1,53397
20200331,2,44698
20200331,3,46848
20200331,4,64299
20200331,5,123308
20200331,6,230153
20200331,7,310439
20200331,8,313443
20200331,9,300840
20200331,10,311831
20200331,11,314022
20200331,12,297383
20200331,13,303459
20200331,14,305355
20200331,15,307939
20200331,16,321634
20200331,17,339577
20200331,18,322838
20200331,19,246940
20200331,20,214239
20200331,21,187826
20200331,22,144072
20200331,23,101827
20200401,0,72022
20200401,1,53063
20200401,2,43042
20200401,3,44911
20200401,4,66681
20200401,5,122908
20200401,6,226065
20200401,7,311816
20200401,8,319149
20200401,9,299881
20200401,10,320571
20200401,11,316502
20200401,12,305597
20200401,13,308747
20200401,14,311144
20200401,15,319267
20200401,16,324096
20200401,17,347785
20200401,18,327711
20200401,19,249263
20200401,20,215411
20200401,21,191362
20200401,22,161040
20200401,23,106767
20200402,0,73023
20200402,1,53420
20200402,2,45079
20200402,3,48489
20200402,4,66633
20200402,5,128025
20200402,6,236702
20200402,7,317060
20200402,8,324342
20200402,9,307189
20200402,10,326369
20200402,11,338620
20200402,12,316485
20200402,13,318087
20200402,14,336583
20200402,15,350323
20200402,16,360249
20200402,17,361664
20200402,18,338440
20200402,19,272970
20200402,20,233673
20200402,21,195550
20200402,22,151734
20200402,23,106317
20200403,0,77144
20200403,1,55357
20200403,2,47478
20200403,3,49224
20200403,4,68699
20200403,5,131100
20200403,6,234222
20200403,7,312551
20200403,8,316284
20200403,9,306376
20200403,10,322830
20200403,11,335308
20200403,12,332851
20200403,13,344737
20200403,14,363342
20200403,15,380444
20200403,16,410408
20200403,17,458545
20200403,18,441731
20200403,19,375653
20200403,20,327679
20200403,21,288211
20200403,22,211778
20200403,23,138329
20200404,0,90940
20200404,1,62087
20200404,2,48487
20200404,3,45755
20200404,4,60674
20200404,5,112991
20200404,6,182025
20200404,7,229489
20200404,8,274859
20200404,9,321253
20200404,10,348375
20200404,11,355340
20200404,12,345172
20200404,13,343840
20200404,14,367732
20200404,15,366357
20200404,16,368452
20200404,17,371960
20200404,18,327691
20200404,19,264524
20200404,20,224405
20200404,21,201204
20200404,22,152243
20200404,23,95664
20200405,0,57219
20200405,1,38252
20200405,2,26660
20200405,3,23569
20200405,4,28580
20200405,5,60270
20200405,6,108636
20200405,7,139706
20200405,8,178009
20200405,9,207678
20200405,10,273941
20200405,11,308135
20200405,12,309784
20200405,13,340122
20200405,14,367865
20200405,15,381554
20200405,16,391864
20200405,17,376158
20200405,18,343947
20200405,19,303843
20200405,20,301442
20200405,21,293245
20200405,22,223764
20200405,23,134700
20200406,0,74106
20200406,1,45633
20200406,2,36811
20200406,3,43248
20200406,4,81112
20200406,5,187734
20200406,6,324965
20200406,7,378083
20200406,8,349949
20200406,9,307064
20200406,10,320233
20200406,11,326377
20200406,12,304563
20200406,13,298790
20200406,14,302566
20200406,15,323882
20200406,16,343309
20200406,17,346093
20200406,18,324050
20200406,19,244958
20200406,20,214777
20200406,21,187692
20200406,22,142884
20200406,23,103985
20200407,0,72325
20200407,1,53683
20200407,2,45059
20200407,3,48437
20200407,4,67936
20200407,5,128557
20200407,6,239994
20200407,7,318028
20200407,8,351913
20200407,9,314788
20200407,10,323096
20200407,11,316690
20200407,12,299110
20200407,13,297659
20200407,14,309461
20200407,15,321138
20200407,16,332133
20200407,17,349190
20200407,18,319766
20200407,19,244899
20200407,20,211615
20200407,21,187663
20200407,22,144883
20200407,23,100282
20200408,0,70512
20200408,1,51402
20200408,2,41391
20200408,3,43705
20200408,4,62617
20200408,5,121304
20200408,6,223898
20200408,7,297332
20200408,8,307595
20200408,9,292260
20200408,10,304402
20200408,11,304221
20200408,12,293160
20200408,13,297293
20200408,14,301363
20200408,15,306768
20200408,16,322835
20200408,17,344092
20200408,18,315066
20200408,19,246991
20200408,20,203575
20200408,21,178547
20200408,22,141023
20200408,23,102275
20200409,0,69375
20200409,1,49674
20200409,2,41263
20200409,3,42572
20200409,4,62449
20200409,5,125905
20200409,6,233808
20200409,7,311255
20200409,8,315153
20200409,9,302096
20200409,10,315524
20200409,11,317423
20200409,12,302740
20200409,13,312177
20200409,14,321358
20200409,15,328761
20200409,16,349855
20200409,17,367612
20200409,18,337504
20200409,19,264989
20200409,20,232340
20200409,21,202530
20200409,22,158750
20200409,23,111847
20200410,0,75135
20200410,1,53565
20200410,2,45072
20200410,3,46883
20200410,4,67732
20200410,5,131123
20200410,6,229968
20200410,7,315287
20200410,8,315765
20200410,9,306750
20200410,10,327551
20200410,11,333803
20200410,12,335576
20200410,13,352205
20200410,14,362761
20200410,15,376805
20200410,16,411745
20200410,17,435729
20200410,18,449636
20200410,19,404501
20200410,20,324494
20200410,21,285995
20200410,22,205957
20200410,23,133909
20200411,0,88638
20200411,1,62428
20200411,2,48536
20200411,3,44459
20200411,4,58960
20200411,5,113821
20200411,6,183807
20200411,7,226847
20200411,8,267112
20200411,9,319451
20200411,10,352184
20200411,11,354778
20200411,12,338174
20200411,13,337324
20200411,14,355673
20200411,15,361016
20200411,16,362194
20200411,17,358191
20200411,18,311646
20200411,19,251243
20200411,20,219145
20200411,21,193254
20200411,22,145317
20200411,23,92952
20200412,0,58734
20200412,1,36904
20200412,2,26697
20200412,3,22249
20200412,4,26117
20200412,5,55660
20200412,6,96321
20200412,7,116253
20200412,8,148786
20200412,9,209375
20200412,10,268284
20200412,11,294197
20200412,12,303462
20200412,13,337510
20200412,14,355330
20200412,15,373782
20200412,16,367693
20200412,17,351472
20200412,18,314324
20200412,19,288621
20200412,20,278299
20200412,21,272371
20200412,22,204111
20200412,23,126399
20200413,0,70997
20200413,1,44884
20200413,2,37212
20200413,3,43435
20200413,4,80503
20200413,5,187729
20200413,6,327860
20200413,7,383387
20200413,8,348333
20200413,9,311580
20200413,10,326568
20200413,11,329948
20200413,12,314411
20200413,13,316143
20200413,14,312386
20200413,15,320149
20200413,16,321811
20200413,17,336571
20200413,18,317961
20200413,19,248894
20200413,20,219992
20200413,21,194371
20200413,22,150090
20200413,23,107778
20200414,0,75795
20200414,1,54639
20200414,2,47568
20200414,3,48305
20200414,4,67795
20200414,5,133885
20200414,6,245918
20200414,7,324659
20200414,8,324705
20200414,9,317443
20200414,10,332384
20200414,11,334842
20200414,12,309984
20200414,13,315036
20200414,14,325858
20200414,15,335044
20200414,16,357575
20200414,17,388602
20200414,18,381320
20200414,19,312990
20200414,20,257286
20200414,21,219911
20200414,22,166810
20200414,23,117368
20200415,0,79489
20200415,1,56969
20200415,2,44686
20200415,3,40232
20200415,4,51406
20200415,5,91840
20200415,6,147622
20200415,7,177702
20200415,8,205615
20200415,9,250985
20200415,10,292241
20200415,11,295958
20200415,12,273996
20200415,13,270201
20200415,14,287310
20200415,15,294322
20200415,16,294607
20200415,17,281421
20200415,18,244995
20200415,19,207366
20200415,20,202500
20200415,21,186095
20200415,22,145035
20200415,23,92528
20200416,0,59969
20200416,1,40851
20200416,2,34103
20200416,3,38538
20200416,4,64515
20200416,5,148832
20200416,6,276119
20200416,7,350925
20200416,8,334083
20200416,9,319502
20200416,10,329153
20200416,11,321551
20200416,12,313925
20200416,13,311891
20200416,14,313891
20200416,15,326872
20200416,16,341130
20200416,17,360979
20200416,18,336174
20200416,19,257994
20200416,20,225636
20200416,21,201460
20200416,22,157420
20200416,23,113287
20200417,0,78297
20200417,1,55833
20200417,2,46317
20200417,3,47799
20200417,4,63197
20200417,5,111343
20200417,6,205553
20200417,7,287135
20200417,8,301227
20200417,9,293054
20200417,10,308457
20200417,11,314265
20200417,12,312648
20200417,13,322891
20200417,14,337538
20200417,15,363023
20200417,16,388700
20200417,17,430664
20200417,18,423353
20200417,19,354310
20200417,20,302351
20200417,21,265043
20200417,22,190882
20200417,23,128836
20200418,0,86255
20200418,1,60760
20200418,2,48533
20200418,3,44153
20200418,4,59070
20200418,5,117085
20200418,6,182612
20200418,7,217785
20200418,8,263324
20200418,9,313247
20200418,10,350460
20200418,11,361644
20200418,12,381632
20200418,13,402174
20200418,14,381327
20200418,15,357117
20200418,16,351938
20200418,17,356960
20200418,18,311063
20200418,19,245672
20200418,20,223663
20200418,21,202555
20200418,22,155922
20200418,23,101503
20200419,0,61750
20200419,1,40903
20200419,2,29016
20200419,3,24414
20200419,4,27575
20200419,5,55775
20200419,6,93106
20200419,7,110755
20200419,8,143635
20200419,9,200013
20200419,10,268914
20200419,11,294862
20200419,12,295624
20200419,13,318920
20200419,14,345977
20200419,15,355318
20200419,16,346225
20200419,17,327047
20200419,18,292931
20200419,19,263325
20200419,20,250192
20200419,21,234771
20200419,22,180035
20200419,23,111294
20200420,0,65868
20200420,1,41301
20200420,2,33343
20200420,3,38682
20200420,4,74742
20200420,5,179883
20200420,6,314042
20200420,7,359885
20200420,8,329845
20200420,9,296967
20200420,10,309862
20200420,11,309336
20200420,12,296634
20200420,13,296493
20200420,14,300337
20200420,15,306921
20200420,16,318921
20200420,17,328638
20200420,18,303815
20200420,19,236866
20200420,20,203722
20200420,21,177953
20200420,22,140919
20200420,23,102006
20200421,0,71861
20200421,1,52071
20200421,2,44365
20200421,3,45648
20200421,4,64149
20200421,5,131813
20200421,6,239829
20200421,7,316603
20200421,8,320102
20200421,9,307006
20200421,10,310579
20200421,11,307039
20200421,12,295366
20200421,13,301637
20200421,14,304775
20200421,15,311250
20200421,16,331780
20200421,17,355040
20200421,18,331081
20200421,19,251419
20200421,20,217583
20200421,21,190528
20200421,22,150001
20200421,23,107594
20200422,0,73867
20200422,1,53636
20200422,2,44274
20200422,3,46209
20200422,4,65616
20200422,5,129039
20200422,6,239964
20200422,7,318054
20200422,8,329366
20200422,9,317180
20200422,10,336548
20200422,11,326437
20200422,12,303314
20200422,13,308956
20200422,14,313972
20200422,15,316073
20200422,16,335519
20200422,17,366342
20200422,18,330700
20200422,19,249229
20200422,20,210620
20200422,21,188353
20200422,22,149099
20200422,23,106706
20200423,0,72616
20200423,1,51866
20200423,2,44007
20200423,3,47160
20200423,4,65644
20200423,5,133250
20200423,6,245726
20200423,7,314298
20200423,8,316671
20200423,9,315780
20200423,10,338615
20200423,11,332290
20200423,12,318948
20200423,13,318658
20200423,14,325116
20200423,15,337452
20200423,16,353242
20200423,17,367283
20200423,18,331535
20200423,19,267845
20200423,20,236366
20200423,21,205474
20200423,22,163674
20200423,23,114466
20200424,0,75873
20200424,1,56658
20200424,2,46635
20200424,3,48517
20200424,4,68432
20200424,5,137114
20200424,6,246006
20200424,7,322124
20200424,8,325778
20200424,9,317047
20200424,10,332896
20200424,11,321796
20200424,12,331135
20200424,13,355055
20200424,14,369290
20200424,15,383796
20200424,16,419249
20200424,17,446216
20200424,18,435314
20200424,19,368020
20200424,20,314831
20200424,21,285902
20200424,22,207749
20200424,23,141478
20200425,0,96592
20200425,1,65594
20200425,2,50249
20200425,3,46146
20200425,4,61553
20200425,5,117797
20200425,6,183644
20200425,7,232327
20200425,8,290222
20200425,9,327220
20200425,10,368568
20200425,11,368917
20200425,12,345951
20200425,13,351377
20200425,14,369018
20200425,15,376829
20200425,16,380312
20200425,17,370513
20200425,18,325505
20200425,19,265304
20200425,20,244970
20200425,21,217969
20200425,22,167063
20200425,23,106177
20200426,0,66265
20200426,1,43991
20200426,2,30005
20200426,3,23642
20200426,4,28774
20200426,5,62918
20200426,6,104090
20200426,7,129884
20200426,8,168751
20200426,9,233864
20200426,10,293922
20200426,11,320476
20200426,12,314950
20200426,13,324876
20200426,14,369114
20200426,15,383866
20200426,16,394573
20200426,17,378321
20200426,18,346390
20200426,19,309646
20200426,20,296982
20200426,21,297873
20200426,22,223227
20200426,23,133920
20200427,0,73905
20200427,1,48052
20200427,2,37662
20200427,3,45149
20200427,4,82603
20200427,5,197229
20200427,6,333607
20200427,7,380859
20200427,8,355731
20200427,9,326396
20200427,10,339524
20200427,11,336932
20200427,12,323290
20200427,13,325233
20200427,14,325872
20200427,15,332156
20200427,16,339644
20200427,17,346583
20200427,18,282617
20200427,19,258615
20200427,20,224563
20200427,21,201928
20200427,22,162715
20200427,23,113301
20200428,0,83477
20200428,1,58283
20200428,2,50192
20200428,3,52762
20200428,4,71284
20200428,5,144955
20200428,6,259925
20200428,7,333062
20200428,8,341805
20200428,9,329996
20200428,10,343951
20200428,11,339790
20200428,12,326368
20200428,13,331374
20200428,14,341370
20200428,15,345315
20200428,16,358616
20200428,17,371384
20200428,18,343011
20200428,19,263635
20200428,20,234564
20200428,21,213066
20200428,22,175019
20200428,23,126551
20200429,0,87868
20200429,1,62819
20200429,2,50945
20200429,3,51443
20200429,4,73031
20200429,5,138938
20200429,6,254125
20200429,7,324873
20200429,8,329006
20200429,9,315936
20200429,10,337363
20200429,11,344116
20200429,12,339152
20200429,13,344145
20200429,14,361950
20200429,15,382344
20200429,16,417345
20200429,17,452587
20200429,18,444599
20200429,19,411081
20200429,20,363208
20200429,21,355056
20200429,22,300299
20200429,23,221786
20200430,0,138954
20200430,1,92381
20200430,2,68438
20200430,3,60743
20200430,4,86453
20200430,5,177785
20200430,6,259785
20200430,7,284187
20200430,8,322852
20200430,9,379699
20200430,10,413710
20200430,11,415982
20200430,12,405263
20200430,13,401781
20200430,14,390018
20200430,15,397703
20200430,16,395326
20200430,17,386944
20200430,18,355117
20200430,19,310847
20200430,20,285057
20200430,21,259163
20200430,22,201277
20200430,23,128001
20200501,0,30723
20200501,1,54424
20200501,2,41022
20200501,3,37978
20200501,4,53702
20200501,5,109344
20200501,6,193666
20200501,7,248233
20200501,8,299571
20200501,9,360944
20200501,10,400453
20200501,11,412521
20200501,12,400929
20200501,13,410271
20200501,14,419435
20200501,15,420585
20200501,16,427509
20200501,17,432977
20200501,18,392468
20200501,19,340460
20200501,20,298479
20200501,21,283384
20200501,22,219628
20200501,23,154542
20200502,0,93772
20200502,1,63262
20200502,2,47749
20200502,3,42134
20200502,4,56166
20200502,5,111692
20200502,6,188314
20200502,7,239068
20200502,8,287432
20200502,9,356194
20200502,10,411508
20200502,11,439591
20200502,12,422709
20200502,13,417567
20200502,14,444101
20200502,15,446513
20200502,16,442065
20200502,17,430534
20200502,18,391569
20200502,19,326657
20200502,20,305581
20200502,21,282699
20200502,22,238036
20200502,23,180247
20200503,0,102268
20200503,1,58894
20200503,2,36271
20200503,3,27561
20200503,4,31780
20200503,5,62829
20200503,6,111835
20200503,7,149135
20200503,8,205247
20200503,9,283126
20200503,10,367079
20200503,11,396392
20200503,12,397796
20200503,13,405494
20200503,14,432621
20200503,15,448128
20200503,16,449378
20200503,17,456869
20200503,18,423102
20200503,19,338305
20200503,20,308310
20200503,21,309676
20200503,22,261658
20200503,23,187865
20200504,0,108312
20200504,1,59017
20200504,2,40926
20200504,3,40942
20200504,4,72762
20200504,5,162794
20200504,6,261029
20200504,7,298271
20200504,8,294935
20200504,9,303917
20200504,10,341837
20200504,11,359910
20200504,12,350291
20200504,13,305753
20200504,14,370605
20200504,15,387436
20200504,16,402182
20200504,17,411584
20200504,18,384257
20200504,19,325213
20200504,20,276239
20200504,21,251706
20200504,22,205252
20200504,23,145617
20200505,0,96673
20200505,1,65560
20200505,2,49362
20200505,3,42020
20200505,4,51394
20200505,5,101551
20200505,6,151577
20200505,7,166915
20200505,8,197159
20200505,9,265658
20200505,10,328468
20200505,11,341463
20200505,12,318896
20200505,13,319167
20200505,14,344619
20200505,15,354008
20200505,16,373362
20200505,17,359630
20200505,18,313643
20200505,19,272947
20200505,20,265900
20200505,21,259430
20200505,22,195512
20200505,23,126373
20200506,0,73007
20200506,1,47069
20200506,2,37873
20200506,3,41164
20200506,4,67646
20200506,5,162166
20200506,6,306129
20200506,7,371476
20200506,8,344469
20200506,9,316545
20200506,10,327341
20200506,11,324678
20200506,12,300977
20200506,13,305631
20200506,14,314527
20200506,15,321296
20200506,16,324232
20200506,17,340768
20200506,18,325869
20200506,19,251568
20200506,20,224647
20200506,21,205007
20200506,22,165695
20200506,23,122648
20200507,0,84298
20200507,1,61381
20200507,2,52096
20200507,3,53107
20200507,4,71991
20200507,5,140119
20200507,6,240559
20200507,7,321009
20200507,8,327961
20200507,9,324631
20200507,10,346218
20200507,11,337672
20200507,12,329394
20200507,13,326511
20200507,14,337056
20200507,15,349749
20200507,16,360648
20200507,17,365667
20200507,18,353785
20200507,19,279157
20200507,20,243801
20200507,21,229146
20200507,22,185634
20200507,23,133841
20200508,0,89241
20200508,1,66346
20200508,2,54289
20200508,3,53318
20200508,4,73350
20200508,5,144692
20200508,6,250443
20200508,7,309888
20200508,8,326282
20200508,9,323884
20200508,10,350857
20200508,11,352278
20200508,12,346513
20200508,13,358806
20200508,14,383176
20200508,15,413238
20200508,16,445528
20200508,17,472649
20200508,18,444328
20200508,19,383601
20200508,20,344608
20200508,21,315200
20200508,22,263171
20200508,23,177558
20200509,0,113057
20200509,1,73049
20200509,2,56041
20200509,3,47142
20200509,4,54151
20200509,5,90240
20200509,6,148615
20200509,7,206853
20200509,8,252786
20200509,9,292209
20200509,10,326903
